customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,brand,product_line,product_class,product_size,list_price,standard_cost,Profit,address,state,country,Age,
3262,Maynord,L'Episcopi,Male,65,10/14/1959,Product Engineer,Entertainment,Mass Customer,N,No,12,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,$448.68,8802 Fisk Street,NSW,Australia,58,
1420,Minni,Hanner,Female,14,10/12/1959,Dental Hygienist,Health,Mass Customer,N,No,11,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,51152 Brickson Park Crossing,NSW,Australia,58,
1824,Robbie,Yakubovics,Female,12,10/12/1959,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,"$1,305.25",68730 Hermina Place,VIC,Australia,58,
2057,Elianora,Sally,Female,99,10/4/1959,Accounting Assistant IV,Manufacturing,Affluent Customer,N,Yes,15,Solex,Standard,medium,medium,$71.49,$53.62,$17.87,681 Butterfield Lane,NSW,Australia,58,
2099,Mikel,McKechnie,Male,40,10/3/1959,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,19,WeareA2B,Standard,medium,medium,$60.34,$45.26,$15.08,53141 Merrick Street,NSW,Australia,58,
565,Saleem,Meller,Male,30,10/2/1959,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,"$1,660.88",33006 Petterle Trail,QLD,Australia,58,
3221,Brigid,Quigley,Female,59,9/25/1959,Internal Auditor,Property,High Net Worth,N,Yes,11,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,"$1,295.43",8454 Pierstorff Way,NSW,Australia,58,
2440,Lethia,Juanes,Female,17,9/21/1959,Engineer II,Manufacturing,Affluent Customer,N,No,8,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,5063 Shopko Pass,NSW,Australia,58,
1232,Stillmann,Wilfling,Male,83,9/12/1959,Help Desk Operator,Property,Affluent Customer,N,No,20,Solex,Standard,high,medium,$748.17,$448.90,$299.27,8598 Nova Parkway,NSW,Australia,58,
1523,Brnaba,Dighton,Male,78,9/6/1959,Product Engineer,Financial Services,Mass Customer,N,Yes,17,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,77006 Nelson Point,QLD,Australia,58,
1016,Adrian,Prettyjohns,Male,0,8/12/1959,Legal Assistant,IT,Mass Customer,N,Yes,17,OHM Cycles,Standard,high,medium,$227.88,$136.73,$91.15,9362 Grim Plaza,QLD,Australia,58,
452,Natalee,Bamford,Female,22,8/11/1959,Account Coordinator,Property,Mass Customer,N,Yes,5,WeareA2B,Standard,medium,medium,"$1,065.03",$230.09,$834.94,58 Helena Hill,NSW,Australia,58,
1371,Aretha,Joscelyn,Female,39,8/2/1959,Design Engineer,Retail,Mass Customer,N,Yes,13,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,0 Fulton Drive,VIC,Australia,58,
3758,Naomi,Whiles,Female,71,7/30/1959,Recruiting Manager,Telecommunications,Mass Customer,N,Yes,12,Solex,Standard,medium,medium,$100.35,$75.26,$25.09,4 Loomis Hill,NSW,Australia,58,
3084,Birgit,Dowers,Female,57,7/16/1959,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,"$1,028.76",30550 Pierstorff Lane,VIC,Australia,58,
1910,Yovonnda,Warrior,Female,20,7/13/1959,Systems Administrator I,Property,High Net Worth,N,Yes,14,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,40 Veith Circle,QLD,Australia,58,
1812,Daffi,Sewley,Female,20,7/11/1959,Clinical Specialist,Health,Affluent Customer,N,No,14,Solex,Standard,high,medium,"$1,024.66",$614.80,$409.86,531 Springview Lane,VIC,Australia,58,
3191,Bobbette,Amps,Female,29,7/8/1959,Director of Sales,Financial Services,Affluent Customer,N,Yes,12,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,9 Michigan Terrace,NSW,Australia,58,
1216,Frank,Vallerine,Female,15,6/25/1959,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",$189.28,6 Forest Avenue,NSW,Australia,58,
3915,Cybil,Brombell,Female,17,6/23/1959,Statistician I,Financial Services,Affluent Customer,N,No,15,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,2 Thierer Lane,VIC,Australia,58,
1423,Tiphanie,Klossek,Female,51,6/17/1959,Project Manager,Manufacturing,Mass Customer,N,No,19,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,$445.21,8 Veith Alley,NSW,Australia,58,
2051,Teresita,Drinnan,Female,8,6/15/1959,Geological Engineer,Manufacturing,Affluent Customer,N,No,20,Solex,Standard,low,medium,"$1,289.85",$74.51,"$1,215.34",76 Londonderry Park,NSW,Australia,58,
330,Port,Pancost,Male,78,6/3/1959,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,32708 Bluestem Alley,VIC,Australia,58,
2576,Lotty,Szubert,Female,15,5/30/1959,Associate Professor,Manufacturing,Mass Customer,N,No,13,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,$737.57,0 Union Plaza,NSW,Australia,58,
2984,Frances,Mishaw,Female,48,5/23/1959,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13,Solex,Standard,medium,medium,$575.27,$431.45,$143.82,6 Reinke Street,NSW,Australia,58,
1750,Filbert,Evreux,Male,14,5/13/1959,Internal Auditor,Entertainment,Mass Customer,N,Yes,16,Norco Bicycles,Mountain,low,small,$688.63,$612.88,$75.75,6 Green Ridge Circle,QLD,Australia,58,
2220,Curr,Jancey,Male,35,5/13/1959,Legal Assistant,Financial Services,Mass Customer,N,Yes,13,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",$199.10,36072 Lakewood Gardens Court,QLD,Australia,58,
3121,Mahmoud,Batterbee,Male,82,5/11/1959,Data Coordiator,Manufacturing,Mass Customer,N,No,19,Solex,Standard,medium,medium,"$1,151.96",$649.49,$502.47,2 Continental Plaza,NSW,Australia,58,
2680,Noella,Firk,Female,0,5/11/1959,Financial Analyst,Financial Services,Mass Customer,N,Yes,14,OHM Cycles,Road,medium,medium,$742.54,$667.40,$75.14,91457 Anderson Avenue,VIC,Australia,58,
3244,Rosene,Bullar,Female,24,5/8/1959,Systems Administrator I,Financial Services,Mass Customer,N,No,13,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,44621 Linden Drive,NSW,Australia,58,
1810,Royall,Terris,Male,98,5/6/1959,Geological Engineer,Manufacturing,High Net Worth,N,No,16,Solex,Standard,medium,large,"$1,061.56",$733.58,$327.98,60 Banding Terrace,NSW,Australia,58,
2358,Ave,Peatt,Male,26,5/1/1959,Senior Sales Associate,Retail,High Net Worth,N,Yes,15,WeareA2B,Standard,low,medium,$642.31,$513.85,$128.46,00969 Gale Way,VIC,Australia,58,
297,Cecile,MacLise,Female,33,4/27/1959,Electrical Engineer,Manufacturing,High Net Worth,N,No,16,Solex,Standard,low,medium,$945.04,$507.58,$437.46,5447 Buell Hill,NSW,Australia,58,
3282,Helga,Nuzzi,Female,8,4/24/1959,Clinical Specialist,Health,High Net Worth,N,No,13,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,$57.73,007 Canary Circle,NSW,Australia,58,
3426,Ron,Dilon,Male,40,4/18/1959,Assistant Media Planner,Entertainment,Mass Customer,N,No,17,Norco Bicycles,Road,medium,medium,$543.39,$407.54,$135.85,48 Warbler Road,QLD,Australia,58,
2229,Linette,Gotmann,Female,76,4/10/1959,Cost Accountant,Financial Services,Affluent Customer,N,Yes,7,Giant Bicycles,Road,low,small,$590.26,$525.33,$64.93,22 Sachtjen Avenue,NSW,Australia,58,
536,Jannelle,Leist,Female,64,4/7/1959,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16,Trek Bicycles,Road,medium,medium,$533.51,$400.13,$133.38,4 Maywood Court,NSW,Australia,58,
3245,Wainwright,Succamore,Male,86,3/27/1959,Graphic Designer,IT,High Net Worth,N,No,7,OHM Cycles,Standard,high,medium,"$1,458.17",$874.90,$583.27,62052 Loomis Avenue,QLD,Australia,58,
2728,Imojean,Atyeo,Female,55,3/26/1959,Physical Therapy Assistant,IT,High Net Worth,N,No,19,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,$812.44,9554 Artisan Pass,NSW,Australia,58,
2343,Wilhelm,Corteis,Male,6,3/24/1959,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5,Giant Bicycles,Touring,medium,large,"$1,873.97",$863.95,"$1,010.02",306 Longview Street,NSW,Australia,58,
3356,Dill,Bampford,Male,47,3/23/1959,Safety Technician II,Financial Services,Mass Customer,N,Yes,6,OHM Cycles,Standard,high,medium,$227.88,$136.73,$91.15,12306 Lawn Street,NSW,Australia,58,
1731,Aigneis,MacKall,Female,26,3/11/1959,Health Coach III,Health,High Net Worth,N,Yes,19,Solex,Standard,medium,large,"$1,071.23",$380.74,$690.49,5447 Weeping Birch Place,NSW,Australia,58,
1767,Cicely,Millier,Female,28,3/10/1959,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19,Solex,Standard,medium,medium,"$1,577.53",$826.51,$751.02,4 5th Circle,NSW,Australia,58,
495,Lucius,Prescott,Male,91,2/21/1959,VP Accounting,Financial Services,Mass Customer,N,Yes,6,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",$152.55,144 Parkside Parkway,QLD,Australia,58,
3279,Morgun,Razoux,Male,55,2/18/1959,Staff Scientist,Financial Services,Mass Customer,N,No,14,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,"$1,230.27",831 Prairieview Trail,QLD,Australia,58,
687,Welby,Ninnotti,Male,25,2/10/1959,Executive Secretary,Retail,High Net Worth,N,Yes,5,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",$195.34,867 Grim Terrace,VIC,Australia,58,
2253,Gracie,Kubacki,Female,28,2/8/1959,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,13,Norco Bicycles,Standard,medium,medium,"$1,555.58",$818.01,$737.57,8934 Park Meadow Street,NSW,Australia,58,
1510,Timmie,Chitty,Male,94,2/5/1959,Actuary,Financial Services,Mass Customer,N,No,18,Trek Bicycles,Standard,medium,small,"$1,775.81","$1,580.47",$195.34,455 Hooker Lane,VIC,Australia,58,
2060,Constancia,Akram,Female,17,1/23/1959,Statistician II,Financial Services,Mass Customer,N,No,17,Norco Bicycles,Standard,high,small,"$1,661.92","$1,479.11",$182.81,02663 Buell Parkway,NSW,Australia,58,
1875,Amory,Bohler,Male,4,1/11/1959,Staff Scientist,Retail,High Net Worth,N,Yes,19,WeareA2B,Standard,low,medium,$642.31,$513.85,$128.46,109 Tomscot Avenue,NSW,Australia,58,
3233,Xever,Feeley,Male,7,1/6/1959,Tax Accountant,Financial Services,Mass Customer,N,Yes,17,Trek Bicycles,Standard,low,medium,"$1,057.51",$154.40,$903.11,519 Maywood Pass,NSW,Australia,58,
2635,Arty,Mac Geaney,Male,45,1/3/1959,Nurse,Retail,Mass Customer,N,No,14,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,$709.34,82 Hanover Avenue,NSW,Australia,58,
2339,Damien,Haddeston,Male,3,12/28/1958,Web Designer II,Property,Affluent Customer,N,Yes,16,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,$451.65,338 Grasskamp Lane,NSW,Australia,59,
3898,Demetrius,Youdell,Male,91,12/27/1958,Registered Nurse,Health,Mass Customer,N,No,6,Solex,Standard,high,large,"$1,842.92","$1,105.75",$737.17,1 Wayridge Park,QLD,Australia,59,
2354,Tammie,Fisbey,Female,99,12/19/1958,Product Engineer,Retail,Mass Customer,N,No,17,Solex,Standard,medium,medium,$441.49,$84.99,$356.50,7 Meadow Ridge Center,NSW,Australia,59,
2830,Bjorn,Simioli,Male,39,12/19/1958,Computer Systems Analyst II,Manufacturing,High Net Worth,N,No,9,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,"$1,295.43",4 Huxley Alley,QLD,Australia,59,
1254,Quillan,McDuffie,Male,60,12/18/1958,Graphic Designer,Retail,Mass Customer,N,Yes,5,Solex,Standard,medium,medium,"$1,577.53",$826.51,$751.02,116 Sullivan Avenue,VIC,Australia,59,
2385,Gaultiero,Lissenden,Male,70,12/17/1958,Dental Hygienist,Health,Mass Customer,N,No,8,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,193 Bluejay Hill,NSW,Australia,59,
3717,Arlin,Woollacott,Male,88,12/7/1958,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,18,Giant Bicycles,Standard,medium,large,"$1,812.75",$582.48,"$1,230.27",82206 Dennis Place,QLD,Australia,59,
205,Rolfe,Kellard,Male,18,12/1/1958,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,66 Division Pass,VIC,Australia,59,
359,Dulcine,Gauson,Female,2,11/28/1958,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6,Solex,Standard,medium,medium,$575.27,$431.45,$143.82,2379 Dorton Pass,NSW,Australia,59,
781,Elvis,O'Leagham,Male,80,11/15/1958,Legal Assistant,Manufacturing,Mass Customer,N,No,17,Solex,Standard,medium,medium,"$1,577.53",$826.51,$751.02,9460 Laurel Crossing,QLD,Australia,59,
195,Talyah,Rylatt,Female,34,11/14/1958,Project Manager,Manufacturing,Mass Customer,N,No,6,Solex,Standard,low,medium,$945.04,$507.58,$437.46,90 East Way,NSW,Australia,59,
3080,Christoforo,Santus,Male,87,10/6/1958,Graphic Designer,Financial Services,High Net Worth,N,No,10,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,0 Mifflin Alley,QLD,Australia,59,
1433,Marya,Szwandt,Female,15,9/25/1958,Account Coordinator,IT,Mass Customer,N,No,20,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,1 Forster Junction,NSW,Australia,59,
1373,Shaylynn,Epsley,Female,3,9/23/1958,Director of Sales,Financial Services,Mass Customer,N,Yes,12,Solex,Standard,medium,large,"$1,071.23",$380.74,$690.49,8640 Village Junction,NSW,Australia,59,
2194,Johnette,O'Fergus,Female,79,9/10/1958,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11,OHM Cycles,Road,medium,medium,$742.54,$667.40,$75.14,85549 Sheridan Parkway,QLD,Australia,59,
2735,Ricoriki,Burree,Male,18,9/6/1958,Associate Professor,Financial Services,High Net Worth,N,Yes,14,Solex,Standard,high,medium,$748.17,$448.90,$299.27,5337 Dennis Pass,NSW,Australia,59,
1095,Emelda,Gerler,Female,2,8/29/1958,Project Manager,Health,Mass Customer,N,No,6,OHM Cycles,Standard,low,medium,$71.16,$56.93,$14.23,8276 Hudson Trail,NSW,Australia,59,
2667,Randene,Brown,Female,65,7/17/1958,Product Engineer,Manufacturing,Affluent Customer,N,Yes,6,Giant Bicycles,Standard,medium,large,"$1,635.30",$993.66,$641.64,82 Mcbride Trail,VIC,Australia,59,
420,Clem,Leek,Male,93,7/5/1958,Help Desk Operator,Entertainment,High Net Worth,N,No,7,WeareA2B,Standard,medium,medium,"$1,231.15",$161.60,"$1,069.55",8 Arizona Way,NSW,Australia,59,
3109,Jeralee,Domleo,Female,75,6/23/1958,Automation Specialist II,Health,Mass Customer,N,Yes,10,Solex,Standard,medium,large,"$1,071.23",$380.74,$690.49,5 Maple Parkway,NSW,Australia,59,
1199,Ludovico,Bertot,Male,7,6/14/1958,VP Accounting,Financial Services,Affluent Customer,N,Yes,5,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,$448.68,231 Havey Court,NSW,Australia,59,
1677,Petrina,Pollins,Female,56,5/28/1958,Editor,Health,Affluent Customer,N,Yes,16,Solex,Standard,medium,medium,$71.49,$53.62,$17.87,056 Pierstorff Alley,NSW,Australia,59,
3440,Retha,Kahane,Female,18,5/15/1958,Senior Sales Associate,Manufacturing,Mass Customer,N,No,5,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,0784 Utah Plaza,VIC,Australia,59,
1699,Poul,Dumphy,Male,33,5/8/1958,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8,Giant Bicycles,Standard,medium,medium,"$1,403.50",$954.82,$448.68,345 Dovetail Avenue,QLD,Australia,59,
315,Lisa,Odlin,Female,67,4/16/1958,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,"$1,544.61",5809 Coolidge Avenue,NSW,Australia,59,
1405,Kylie,Spriggin,Female,52,4/5/1958,VP Product Management,Manufacturing,High Net Worth,N,Yes,11,Trek Bicycles,Standard,medium,large,"$1,469.44",$596.55,$872.89,31168 Messerschmidt Street,VIC,Australia,59,
2126,Hugibert,Getcliff,Male,65,3/29/1958,Product Engineer,Health,Mass Customer,N,Yes,17,Solex,Road,medium,large,"$1,777.80",$820.78,$957.02,82 Shasta Drive,QLD,Australia,59,
312,Garek,Prattin,Male,44,3/17/1958,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6,Norco Bicycles,Road,high,large,$774.53,$464.72,$309.81,51960 Gulseth Point,NSW,Australia,59,
610,Hyatt,Craine,Male,45,3/16/1958,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",1949 Pepper Wood Pass,VIC,Australia,59,
2293,Engracia,Newcom,Female,70,3/7/1958,Financial Advisor,Financial Services,Affluent Customer,N,No,16,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,$471.60,01714 Claremont Center,NSW,Australia,59,
3242,Lib,Schohier,Female,4,3/7/1958,General Manager,Manufacturing,Affluent Customer,N,Yes,14,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",$133.78,9 Waxwing Pass,NSW,Australia,59,
571,Ramonda,McKellar,Female,30,2/15/1958,Assistant Media Planner,Entertainment,Mass Customer,N,No,6,Giant Bicycles,Road,medium,medium,$792.90,$594.68,$198.22,51 Hollow Ridge Terrace,NSW,Australia,59,
2089,Erie,Ballston,Male,93,1/7/1958,Safety Technician I,Financial Services,High Net Worth,N,No,15,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,$57.73,97 Coolidge Trail,NSW,Australia,59,
516,Craggy,Loadsman,Male,23,1/7/1958,Environmental Tech,Financial Services,Mass Customer,N,No,20,Solex,Standard,medium,large,$202.62,$151.96,$50.66,8595 Ruskin Plaza,VIC,Australia,59,
436,Erwin,Pendre,Male,75,12/24/1957,Internal Auditor,IT,Mass Customer,N,No,18,WeareA2B,Standard,medium,small,$175.89,$131.92,$43.97,7 Del Mar Crossing,QLD,Australia,60,
2329,Donny,Stiven,Female,7,12/19/1957,Computer Systems Analyst II,IT,Affluent Customer,N,No,20,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,$110.81,4 Northridge Center,NSW,Australia,60,
2500,Micky,Livings,Female,35,12/18/1957,Senior Developer,Property,High Net Worth,N,Yes,17,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",65 Southridge Alley,NSW,Australia,60,
568,Quinn,Fulks,Male,32,12/15/1957,VP Sales,Manufacturing,Mass Customer,N,No,13,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,"$1,028.76",5 Reindahl Point,VIC,Australia,60,
214,Jeramie,Cellier,Male,82,11/29/1957,Food Chemist,Health,Mass Customer,N,No,6,Solex,Standard,medium,medium,$478.16,$298.72,$179.44,91 Porter Pass,VIC,Australia,60,
3154,Angil,Ellesmere,Female,63,11/21/1957,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19,Solex,Standard,medium,medium,$478.16,$298.72,$179.44,786 Bonner Drive,NSW,Australia,60,
1926,Stefano,Menhenitt,Male,72,11/15/1957,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,$451.65,0 Warner Road,NSW,Australia,60,
2348,Keeley,Winslet,Female,2,11/7/1957,Web Designer IV,Manufacturing,Mass Customer,N,No,16,Giant Bicycles,Standard,medium,large,"$1,765.30",$709.48,"$1,055.82",75 Loftsgordon Hill,VIC,Australia,60,
1383,Coriss,Casarino,Female,81,10/29/1957,Software Consultant,IT,Affluent Customer,N,No,8,Norco Bicycles,Standard,high,small,"$1,661.92","$1,479.11",$182.81,7427 Fuller Trail,VIC,Australia,60,
2041,Mort,Heath,Male,52,10/27/1957,VP Accounting,Financial Services,Mass Customer,N,No,17,OHM Cycles,Standard,low,medium,$71.16,$56.93,$14.23,261 Farmco Drive,QLD,Australia,60,
169,Alfy,Bruhnke,Male,20,10/19/1957,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",$189.28,7905 Spaight Alley,NSW,Australia,60,
2442,Odie,Enrrico,Male,8,10/13/1957,Social Worker,Health,Affluent Customer,N,Yes,17,Trek Bicycles,Road,low,medium,$980.37,$234.43,$745.94,388 Weeping Birch Plaza,NSW,Australia,60,
121,Myles,Pauncefort,Male,82,10/2/1957,Graphic Designer,Manufacturing,Mass Customer,N,No,15,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,$459.46,2 Manufacturers Parkway,VIC,Australia,60,
1350,Bing,Vicar,Male,10,9/30/1957,Staff Scientist,Retail,Mass Customer,N,Yes,8,Solex,Touring,medium,large,"$2,083.94",$675.03,"$1,408.91",889 Sundown Trail,NSW,Australia,60,
143,Kendall,Figg,Male,19,9/1/1957,Operator,Argiculture,Mass Customer,N,Yes,11,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,923 Westerfield Junction,NSW,Australia,60,
1385,Melesa,Priddy,Female,39,8/17/1957,Cost Accountant,Financial Services,Mass Customer,N,No,16,Norco Bicycles,Standard,medium,medium,"$1,198.46",$381.10,$817.36,2 Sommers Drive,VIC,Australia,60,
311,Jaimie,Halms,Female,86,8/16/1957,Internal Auditor,Health,High Net Worth,N,No,12,Norco Bicycles,Road,medium,medium,$544.05,$376.84,$167.21,8 Hansons Street,VIC,Australia,60,
343,Nicole,Johananoff,Female,76,8/14/1957,Recruiter,Property,Affluent Customer,N,No,13,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,"$1,544.61",09653 Golf View Way,VIC,Australia,60,
1404,Emmott,Mercik,Male,78,7/30/1957,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,14,Norco Bicycles,Standard,low,medium,$363.01,$290.41,$72.60,7 Ohio Court,VIC,Australia,60,
1572,Tam,Jahner,Male,51,7/26/1957,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16,Solex,Standard,medium,medium,$441.49,$84.99,$356.50,87 Reinke Drive,QLD,Australia,60,
3712,Esmeralda,Klousner,Female,22,7/12/1957,Recruiting Manager,Financial Services,Mass Customer,N,No,19,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,$431.33,255 Doe Crossing Terrace,NSW,Australia,60,
2807,Lynna,Revens,Female,9,6/18/1957,Senior Editor,Manufacturing,Mass Customer,N,Yes,11,Solex,Standard,medium,medium,"$1,577.53",$826.51,$751.02,65675 Spenser Way,VIC,Australia,60,
2402,Merrielle,Strafen,Female,99,6/7/1957,Cost Accountant,Financial Services,Mass Customer,N,Yes,8,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,"$1,592.19",6 Morningstar Way,NSW,Australia,60,
1072,Curt,Petrello,Male,60,6/1/1957,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,Solex,Standard,medium,medium,"$1,577.53",$826.51,$751.02,38759 Butterfield Avenue,QLD,Australia,60,
2206,Osmond,McCamish,Male,60,5/25/1957,Structural Engineer,Financial Services,Affluent Customer,N,No,14,OHM Cycles,Road,high,large,$12.01,$7.21,$4.80,709 Schmedeman Street,NSW,Australia,60,
2367,Lorne,Sabin,Male,40,5/22/1957,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,16,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,$445.21,7 Vernon Lane,NSW,Australia,60,
3872,Wilma,Budcock,Female,14,5/15/1957,Sales Representative,Retail,High Net Worth,N,Yes,12,Solex,Standard,medium,large,"$1,061.56",$733.58,$327.98,08 Ronald Regan Plaza,NSW,Australia,60,
3690,Sheela,Nutton,Female,86,5/11/1957,Chemical Engineer,Manufacturing,Mass Customer,N,No,17,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,"$1,295.43",47 Veith Junction,VIC,Australia,60,
1009,Nolie,Orring,Female,16,5/9/1957,Research Associate,Manufacturing,High Net Worth,N,Yes,13,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,$90.10,07273 Sundown Trail,NSW,Australia,60,
3764,Nonie,Newson,Female,29,5/6/1957,Cost Accountant,Financial Services,Mass Customer,N,Yes,15,Trek Bicycles,Standard,high,medium,$495.72,$297.43,$198.29,6809 Maple Park,VIC,Australia,60,
1988,Kelwin,Goldsmith,Male,27,4/15/1957,Recruiting Manager,Property,Mass Customer,N,No,8,Solex,Standard,medium,large,"$1,061.56",$733.58,$327.98,40 Kinsman Pass,NSW,Australia,60,
3270,Tracey,Redsull,Male,47,4/12/1957,Administrative Officer,Financial Services,Mass Customer,N,Yes,5,Trek Bicycles,Standard,high,medium,$495.72,$297.43,$198.29,4 Macpherson Street,VIC,Australia,60,
2857,Alanna,Geram,Female,9,4/5/1957,Biostatistician I,Manufacturing,Mass Customer,N,Yes,17,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,$471.60,938 Monica Park,VIC,Australia,60,
3666,Mathew,Marousek,Male,56,3/27/1957,Statistician II,Health,High Net Worth,N,No,10,Solex,Road,medium,medium,$416.98,$312.74,$104.24,49932 Messerschmidt Point,NSW,Australia,60,
3462,Jehanna,Sparhawk,Female,96,3/3/1957,Registered Nurse,Health,High Net Worth,N,No,17,WeareA2B,Standard,medium,medium,"$1,992.93",$762.63,"$1,230.30",544 Northland Place,NSW,Australia,60,
2282,Dominic,Gregoletti,Male,81,2/25/1957,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7,Solex,Standard,medium,medium,"$1,151.96",$649.49,$502.47,12764 Raven Plaza,QLD,Australia,60,
200,Hube,Weald,Male,7,2/4/1957,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19,OHM Cycles,Standard,medium,medium,$235.63,$125.07,$110.56,444 Spaight Crossing,VIC,Australia,60,
647,Stanislas,Baildon,Male,61,1/23/1957,Assistant Manager,Retail,Mass Customer,N,Yes,10,WeareA2B,Standard,medium,medium,"$1,228.07",$400.91,$827.16,185 Pennsylvania Way,QLD,Australia,60,
1671,Nerty,Renak,Female,69,1/23/1957,Account Executive,Property,Mass Customer,N,Yes,14,OHM Cycles,Standard,medium,medium,$235.63,$125.07,$110.56,35 Harbort Way,NSW,Australia,60,
2676,Stinky,Marlen,Male,33,1/21/1957,Product Engineer,Retail,Mass Customer,N,Yes,12,Trek Bicycles,Road,medium,medium,$533.51,$400.13,$133.38,18708 Darwin Park,VIC,Australia,60,
3956,Hector,Poundsford,Male,54,1/17/1957,Administrative Assistant III,Retail,Mass Customer,N,Yes,12,Norco Bicycles,Road,medium,medium,$543.39,$407.54,$135.85,95 Butterfield Circle,VIC,Australia,60,
816,Donni,Boor,Female,71,1/10/1957,Product Engineer,Manufacturing,Mass Customer,N,No,15,Solex,Road,medium,medium,$416.98,$312.74,$104.24,8 Starling Pass,NSW,Australia,60,
